JD	Magnitude	Uncertainty	HQuncertainty	Band	Observer Code	Comment Code(s)	Comp Star 1	Comp Star 2	Charts	Comments	Transfomed	Airmass	Validation Flag	Cmag	Kmag	HJD	Star Name	Observer Affiliation	Measurement Method	Grouping Method	ADS Reference	Digitizer	Credit
2403110.4240	9.50			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403112.4140	9.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403115.4140	9.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403116.4440	9.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403118.4540	9.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403120.4340	9.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403124.4240	9.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403127.4340	9.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403144.4540	8.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403145.4140	8.55			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403146.4240	8.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403148.4740	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403151.4540	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403155.4240	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403159.4440	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403161.4240	8.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403167.3940	8.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403169.4140	8.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403170.4340	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403174.3940	8.55			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403176.4140	8.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403188.3640	9.50			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403189.4140	9.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403190.3940	9.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403192.4040	9.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403213.3440	10.30			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403372.2640	9.05			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403375.2740	9.00			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403378.4140	9.00			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403379.2640	8.95			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403380.4140	8.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403381.2840	8.80			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403382.2940	8.80			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403391.2840	8.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403393.2740	8.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403393.4540	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403398.2740	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403403.2740	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403404.4140	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403405.3040	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403406.3640	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403408.4440	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403410.3340	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403412.4140	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403414.3340	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403416.3340	8.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403417.3240	8.45			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403420.3440	8.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403422.3740	8.55			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403425.3340	8.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403436.3440	8.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403441.5640	8.80			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403443.4840	8.95			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403452.4640	9.30			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403454.4240	9.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403455.4440	9.50			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403456.4340	9.55			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403461.4340	9.55			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403463.3640	9.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403465.5140	9.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403468.5740	9.70			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403471.4540	9.70			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403472.4340	9.80			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403475.4740	9.85			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403479.4440	9.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403496.4440	10.20			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403497.5140	10.70			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403655.2540	8.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403657.4640	8.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403671.2540	8.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403684.4240	8.75			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403687.3640	8.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403698.2640	9.10			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403708.3040	9.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403709.2740	9.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403712.2640	9.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403716.2740	9.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403717.2740	9.65			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403719.2540	9.70			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403728.2740	9.70			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403734.3340	9.80			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403736.2940	9.85			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403742.4940	9.85			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403856.4440	9.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403857.4340	9.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403858.4540	9.85			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403869.4740	9.80			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403874.4740	9.30			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403875.3940	9.10			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403876.4140	8.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403877.4140	8.90			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403878.3940	9.00			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403882.4740	8.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403883.4440	8.55			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403884.4240	8.60			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403889.4340	8.40			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403891.4040	8.35			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403893.4340	8.20			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403897.4640	8.20			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403900.4240	8.20			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403911.3640	8.15			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
2403917.4140	8.20			Vis.	SNX		NA		NA	"DATA: WWW.CRAO.CRIMEA.UA/~ASS/DBCE.HTML . MODERN NON-AAVSO PHOTOM. RED. BY VALENTINER, 1900."			Z				R CAM	AAVSO	STD		2009BCrAO.105...78B	PKV	
